	author	title	journal	year	Volume	issue	page	Freq
1		NA	NA	NA	NA	NA	NA	22
2			NA	NA	NA	NA	NA	14
3	刘则渊	科学知识图谱:方法与应用	北京:人民出版社	NA	NA	NA	NA	13
4	陈悦	引文空间分析原理与应用	北京:科学出版社	NA	NA	NA	NA	6
5	邱均平	信息计量学	武汉:武汉大学出版社	NA	NA	NA	NA	6
6	Chen,C_	CiteSpace Ⅱ: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	5
7	陈悦	悄然兴起的科学知识图谱	科学学研究	2005		2	NA	5
8	陈悦	悄然兴起的科学知识图谱	科学学研究	2005	23	2	NA	5
9	陈悦	引文空间分析原理与应用:CiteSpace实用指南	北京:科学出版社	NA	NA	NA	NA	5
10	邱均平	信息计量学	武汉:武汉大学出版社，2007	NA	NA	NA	NA	5
11	苏新宁	构建人文社会科学学术期刊评价体系	东岳论丛	2008	29	1	NA	5
12	苏新宁	中国人文社会科学学术影响力报告	北京:中国社会科学出版社，2007	NA	NA	NA	NA	5
13	罗式胜	文献计量学概论	广州:中山大学出版社，1994	NA	NA	NA	NA	4
14	秦长江	知识图谱——信息管理与知识管理的新领域	大学图书馆学报	2009		1	NA	4
15	苏新宁	构建人文社会科学学术期刊评价体系	东岳论丛	2008		1	NA	4
16	Almind,T_C_	Informetric analyses on the World Wide Web:methodological approaches to "Webometrics"	Journal of Documentation	1997	53	4	404-426	3
17	Chen,C_	Cite Space Ⅱ: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	3
18	邓小昭	网络用户信息行为研究	北京:科学出版社	NA	NA	NA	NA	3
19	丁学东	文献计量学基础	北京:北京大学出版社，1993	NA	NA	NA	NA	3
20	侯海燕	科学计量学知识图谱	大连:大连理工大学出版社	NA	NA	NA	NA	3
21	刘则渊	关于知识计量学研究的方法论思考	科学学与科学技术管理	2002		8	NA	3
22	邱均平	文献计量学	北京:科学技术文献出版社	NA	NA	NA	NA	3
23	邱均平	文献计量学	北京:科学技术文献出版社，1988	NA	NA	NA	NA	3
24	苏新宁	构建人文社会科学学术期刊评价体系	东岳论丛	2008		1	NA	3
25	朱强	中文核心期刊要目总览	北京:北京大学出版社	NA	NA	NA	NA	3
26			2003	NA	NA	NA	NA	2
27			2010	NA	NA	NA	NA	2
28		Changing Scholarly Communication Landscape: An International Survey of Senior Researchers	Learned Publishing	2006	19	1	NA	2
29		现代汉语词典	北京:商务印书馆	NA	NA	NA	NA	2
30	Almind,T_C_	Information Analysis on the WWW:Methodological Approaches to "Webmetrics"	Journal of Documentation	1997	53	4	NA	2
31	Brookes,B_C_	Towards informetrics	Journal of Documentation	1984	40	2	NA	2
32	CHEN,C_	Cite Space Ⅱ: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	2
33	Chen,Chaomei	CiteSpace Ⅱ: Detecting and Visualizing Emerging Trends and Transient Patterns in Scientific Literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	2
34	Garfield,E_	Scientometrics comes to age	Current Contents	1979	46	NA	5-10	2
35	Liu,Zeyuan	On Scientometrics-Based Institutional Science Studies	Free University Berlin,Germany，2000	NA	NA	NA	NA	2
36	Robins,R_W_	An empirical analysis of trends in psychology	American Psychologist	1999	54	2	NA	2
37	SCHUMPETER,JOSEPH A_	Theory of economic development: an inquiry into profits, capital, credit, interest, and the business cycle	Beijing:The Commercial Press	NA	NA	NA	NA	2
38	埃格希，L_	情报计量学引论	北京:科学技术文献出版社，1992:	NA	NA	NA	NA	2
39	安秀芬	期刊工作文献计量学学术论文的关键词分析	中国科技期刊研究	2002	13	6	505－506	2
40	部义峰	足球运动员的体能研究范式与体能训练研究	体育科学	2012	32	8	NA	2
41	陈超美	CiteSpace Ⅱ:科学文献中新趋势与新动态的识别与可视化	情报学报	2009		3	NA	2
42	陈悦	CiteSpace知识图谱的方法论功能	科学学研究	2015		2	NA	2
43	陈悦	悄然想起的科学知识图谱	科学学研究	2005	23	2	NA	2
44	陈悦	悄然兴起的科学知识图谱	科学学研究	2005		2	NA	2
45	戴龙基	中文核心期刊要目总览	北京:北京大学出版社，2000	NA	NA	NA	NA	2
46	丁学东	文献计量学基础	北京:北京大学出版社，1992	NA	NA	NA	NA	2
47	霍丽萍	网络环境下的文献计量学	图书情报工作	2001		11	40—42，92	2
48	姜春林	期刊文献计量与知识图谱对《情报科学》的解读	情报科学	2009		2	NA	2
49	梁秀娟	科学知识图谱研究综述	图书馆杂志	2009		6	NA	2
50	刘军	社会网络分析导论	北京:社会科学文献出版社	NA	NA	NA	NA	2
51	刘宁南	2005年《情报科学》的文献计量学分析	情报科学	2006		2	NA	2
52	刘则渊	科学学理论体系建构的思考——基于科学计量学的中外科学学进展研究报告	科学学研究	2006		1	NA	2
53	刘则渊	科学知识图谱方法及其在科技情报中的应用	数字图书馆论坛	2009		10	NA	2
54	刘泽渊	科学知识图谱方法与应用	北京:人民出版社	NA	NA	NA	NA	2
55	罗式胜	文献计量学概论	广州:中山大学出版社	NA	NA	NA	NA	2
56	罗式胜	文献计量学引论	北京:书目文献出版社，1987:	NA	NA	NA	NA	2
57	吕福谦	2001年《情报科学》载文、作者及引文的统计分析	情报科学	2003		11	NA	2
58	庞恩旭	我国核心期刊的现状分析与研究	图书馆论坛	2004		2	NA	2
59	庞景安	科学计量研究方法论	北京:科学技术文献出版社	NA	NA	NA	NA	2
60	邱均平	论知识管理与竞争情报	图书情报工作	2000		4	NA	2
61	邱均平	文献计量学	北京:科学技术出版社，1988	NA	NA	NA	NA	2
62	邱均平	文献计量学	北京:科学技术文献出版社，1988:	NA	NA	NA	NA	2
63	苏新宁	人文社会科学期刊评价指标体系研究	图书馆论坛	2006		6	NA	2
64	苏新宁	我国人文社会科学图书被引概况分析——基于CSSCI数据库	东岳论丛	2009		7	NA	2
65	苏新宁	中国人文社会科学学术影响力报告（2000—2004）	北京:中国社会科学出版社	NA	NA	NA	NA	2
66	隋鑫	2009-2013年国内图书馆学情报学研究热点分析	情报科学	2015	33	10	NA	2
67	王崇德	文献计量学引论	桂林:广西师范大学出版社，1997	NA	NA	NA	NA	2
68	王念祖	数字出版赢利模式高被引论文特征分析	情报杂志	2013		32	NA	2
69	魏顺平	教育技术研究领域研究者派系分析与可视化研究	开放教育研究	2008		1	NA	2
70	杨思洛	中外图书情报学科知识图谱比较研究	北京:科学出版社	NA	NA	NA	NA	2
71	叶继元	图书馆学、情报学与信息科学、信息管理学等学科的关系问题	中国图书馆学报	2004	30	3	NA	2
72	张斌贤	近三十年我国教育知识来源的变迁——基于《教育研究》杂志论文引文的研究	教育研究	2009		4	NA	2
73	张玉利	论创业研究的学科发展及其对管理理论的挑战	外国经济与管理	2007		1	NA	2
74			2004	NA	NA	NA	NA	1
75			2008	NA	NA	NA	NA	1
76			2009	NA	NA	NA	NA	1
77			2014	NA	NA	NA	NA	1
78		“第十二次全国国民阅读调查”成果发布	2015	NA	NA	NA	NA	1
79		“高举中国特色社会主义伟大旗帜，为夺取全面建设小康社会新胜利而奋斗”——胡锦涛同志十七大报告	人民日报	2007	10	NA	NA	1
80		《体育发展十三五规划》发布	2017	NA	NA	NA	NA	1
81		《中国海洋年鉴》编纂委员会编:中国海洋年鉴(2013)	北京:海洋出版社,2013:15	NA	NA	NA	NA	1
82		1995—1997年全国优秀图书馆学期刊名单	中国图书馆学报	1999		1	NA	1
83		1995—1997年全国优秀图书馆学期刊名单	中国图书馆学报	1999	25	1	NA	1
84		2007年全国新闻出版业基本情况	2009	NA	NA	NA	NA	1
85		2013年国家级经济技术开发区统计年报	2014	NA	NA	NA	NA	1
86		5亿观众收看里约奥运乒乓	2017	NA	NA	NA	NA	1
87		CSSCI来源文献检索、被引文献检索	NA	NA	NA	NA	NA	1
88		Defining e-Science	2015	NA	NA	NA	NA	1
89		Derwent Patent Citation Index	2001	NA	NA	NA	NA	1
90		Development and Verification of A Bibliometric Model for the Identification of Frontier Research-DBF	2015	NA	NA	NA	NA	1
91		Digital humanities	2015	NA	NA	NA	NA	1
92		Directory of Open Access Repositories-OpenDOAR	2014	NA	NA	NA	NA	1
93		EMC数字宇宙项目报	2012	NA	NA	NA	NA	1
94		Global MBA Ranking 2017	NA	NA	NA	NA	NA	1
95		History of E-learning	NA	NA	NA	NA	NA	1
96		JCR	2011	NA	NA	NA	NA	1
97		Journal citation reports	2010	NA	NA	NA	NA	1
98		Journal Citation Reports	2014	NA	NA	NA	NA	1
99		Journal of Scholarly Publishing	2011	NA	NA	NA	NA	1
100		Literature of bibliometrics,scientometrics,and informetrics	Scientometrics	2001		2	NA	1
101		MOOC成教育信息化热点重点高校全上阵	NA	NA	NA	NA	NA	1
102		Prize in Economic Sciences 2016	2016	NA	NA	NA	NA	1
103		Swine-origin influenza A (H1N1) virus infections in a school-New York City, April 2009	2009	NA	NA	NA	NA	1
104		United Nations Educational, Scientific and Cultural Organization	2012	NA	NA	NA	NA	1
105		Usnews排名	2010	NA	NA	NA	NA	1
106		Web of Science	2013	NA	NA	NA	NA	1
107		WebLyzard White Paper	2004	NA	NA	NA	NA	1
108		阿里应用:2017年Q2中国Android应用分发报告解读	NA	NA	NA	NA	NA	1
109		丙肝的危害	2011	NA	NA	NA	NA	1
110		材料科学论坛——卢柯:材料科学研究的动力与乐趣	2004	NA	NA	NA	NA	1
111		成功的实践，显著的成绩——国家科学基金委员会成立十周年	科技导报	1996		9	33	1
112		从大脑到心脏再到天堂:公共图书馆发展的必经之路	2011	NA	NA	NA	NA	1
113		东华大学3个学科入围ESI世界前1%学科	纺织服装教育	2011		2	NA	1
114		公共图书馆	2011	NA	NA	NA	NA	1
115		关于spss	2002	NA	NA	NA	NA	1
116		关于加强中国特色新型智库建设的意见(全文)	2016	NA	NA	NA	NA	1
117		馆情介绍	2010	NA	NA	NA	NA	1
118		国际科学计量学与信息计量学大会在武汉大学召开	2017	NA	NA	NA	NA	1
119		国家八七扶贫攻坚计划	2016	NA	NA	NA	NA	1
120		国家信息化发展战略纲要	2016	NA	NA	NA	NA	1
121		国务院办公厅转发教育部等部门关于进一步加强学校体育工作若干意见的通知	2017	NA	NA	NA	NA	1
122		胡锦涛在全国抗震救灾表彰大会上的讲话	2008	NA	NA	NA	NA	1
123		教育部关于印发《普通高等学校图书馆规程(修订)》的通知	2016	NA	NA	NA	NA	1
124		科技政策	NA	NA	NA	NA	NA	1
125		科学引文索引与科学前沿预测	北京:兵器出版社，1992	NA	NA	NA	NA	1
126		两刊历史	2015	NA	NA	NA	NA	1
127		林州市人民政府关于大力发展坡地经济的意见	NA	NA	NA	NA	NA	1
128		民族学	2009	NA	NA	NA	NA	1
129		普通高等学校图书馆规程(修订)	2002	NA	NA	NA	NA	1
130		数字出版平台检索语法——专业检索表达式语法	2011	NA	NA	NA	NA	1
131		同济大学化学化工创新实践基地	2009	NA	NA	NA	NA	1
132		图书馆学百科全书	北京:中国大百科全书出版社，1993	NA	NA	NA	NA	1
133		晚清民国期间武汉书市概况	2015	NA	NA	NA	NA	1
134		万方数据检索系统:科技名人数据库:中国国家图书馆,1999	NA	NA	NA	NA	NA	1
135		网面自动载入技术示例	NA	NA	NA	NA	NA	1
136		文献计量学	2014	NA	NA	NA	NA	1
137		显卡的发展史	NA	NA	NA	NA	NA	1
138		知识图谱	2011	NA	NA	NA	NA	1
139		中共中央关于制定国民经济和社会发展第十一个五年规划的建议	2016	NA	NA	NA	NA	1
140		中国共产党章程(中国共产党第十九次全国代表大会部分修改，2017年10月24日通过)	人民日报	10	29	NA	NA	1
141		中国基尼系数七连降仍高于国际警戒线	2016	NA	NA	NA	NA	1
142		中国学术期刊电子杂志社	NA	NA	NA	NA	NA	1
143		中国知网	2014	NA	NA	NA	NA	1
144		中国知网文献来源高级检索	2014	NA	NA	NA	NA	1
145		中华人民共和国科学技术部	科学技术评价办法（试行）	中国科技期刊研究	2004	NA	NA	1
146		中科院邹承鲁院士谈我国科学期刊如何走向世界	中国科学时报	1998，05	18	NA	NA	1
147		中文社会科学引文索引	2008	NA	NA	NA	NA	1
148		中文社会科学引文索引	2011	NA	NA	NA	NA	1
149		中信所建所45周年纪念文集（1956－2001）	2001	NA	NA	NA	NA	1
150		准备各种考试	1998	NA	NA	NA	NA	1
151	《华东师范大学学报（教育科学版）》编辑部	加强教育实证研究，提高教育科研水平——“第二届全国教育实证研究专题论坛”及“全国教育实证研究联席会议”成果览要	华东师范大学学报(教育科学版)	2017	35	3	NA	1
152	《教师教育指导全书》课题组	教师教育指导全书（上卷）	北京:人民日报出版社	NA	NA	NA	NA	1
153	《温家宝谈教育》编辑组	温家宝谈教育	北京:人民教育出版社	NA	NA	NA	NA	1
154	《中国大学评价》课题组	2007中国大学各学科排行榜——社会科学100强	NA	NA	NA	NA	NA	1
155	《中国科技发展研究报告》研究组	中国科技发展研究报告(2000):科技全球化及中国面临的挑战	北京:社会科学文献出版社	NA	NA	NA	NA	1
156	《中国情报学百科全书》编委会	中国情报学百科全书	北京:中国大百科全书出版社	NA	NA	NA	NA	1
157	2010年中国对外直接投资统计公报	NA	NA	NA	NA	NA	NA	1
158	A Summary of Literature Pertaining to the Use of Concept Mapping Techniques and Technologies for Education and Performance Support	NA	NA	NA	NA	NA	NA	1
159	Abramo,Giovanni	Evaluating research: from informed peer review to bibliometrics	Scientometrics	2011	87	NA	NA	1
160	Aceijas,C	Global Overview of Injecting Drug Use and HIV Infection among Drug Users	Aids Care	2004	18	17	NA	1
161	Adamic,Lada A_	You are what you link	NA	NA	NA	NA	NA	1
162	AFUAH,A_	Internet business models and strategies	Boston:McGraw Hill	NA	NA	NA	NA	1
163	Ajzen,I_	Understanding attitudes and predicting social behaviour	Englewood Cliffs, NJ:Prentice-Hall, Inc	NA	NA	NA	NA	1
164	Albert,R_	Statistical Mechanics of Complex Network	Review of Modern Physics	2002		74	47-97	1
165	Albir,A	 H	A retrospective and prospective view of translation research from an empirical, experimental, and cognitive perspective: The TREC network	Translation & Interpreting	2015	NA	NA	1
166	Alimisis,D	Educational robotics: Open questions and new challenges	Themes in Science & Technology Education	2013	6	1	NA	1
167	Alkalimat,A_	eBlack Studies: A project of community informatics	2011	NA	NA	NA	NA	1
168	Allen,J_	自然语言理解	北京:电子工业出版社	NA	NA	NA	NA	1
169	ALMIND,T C	Informetric analyses on the World Wide Web: methodological approaches to "webometrics"	Journal of Documentation	1997	53	4	NA	1
170	Almind,T_C_	Information Analysis on the WWW:Methodological Approaches to "Webmetrics"	Journal of Documentation	1997		4	NA	1
171	Almind,T_C_	Informetric Analysis on the World Wide Web:Methodological Approaches to "Webmetrics"	Journal of Documentation	1997	1997	4	NA	1
172	Almind,T_C_	Informetric Analysis on the World Wide Web:Methodological Approaches to "Webometrics"	J	Documentation	1997	NA	NA	1
173	Almind,Tomas C_	Informetric analyses on the World Wide Web:methodological approaches to "Webometrics"	Journal of Documentation	1997		4	NA	1
174	Almind,Tomas C_	Informetric analyses on the World Wide Web:methodological approaches to "Webometrics"	Journal of Documentation	1997	53	4	NA	1
175	Almind,Tomas C_	Informetric analyses on the World Wide Web:methodological approaches to "Webometrics"	Journal of Documentation	1997	54	NA	NA	1
176	ALMODóVAR,P	M curve and the performance of Spanish international new ventures	British Journal of Management	2014	25	S1	NA	1
177	Alraimi,K_M_	Understanding the MOOCs continuance: The role of openness and reputation	Computers & Education	2015	80	NA	NA	1
178	Anderson,N H	Foundations of Information Integration Theory	American Journal of Psychology	1981	95	4	NA	1
179	Angeli,C	Preservice elementary teachers as information and communication technology designers: An instructional systems design model based on an expanded view of pedagogical content knowledge	Journal of Computer Assisted Learning	2005	21	4	NA	1
180	Arminen,I_	Repairs as the last orderly provided defense of safety in aviation	Journal of Pragmatics	2010		2	NA	1
181	Association of Research Libraries	Directory of scholarly electronic journals and academic discussion lists	NA	NA	NA	NA	NA	1
182	Atkins,Stephen E_	Subject Trend of Library and Information Sciences Research	Library Trends	1988	36	4	NA	1
183	Austin,J_L_	How to Do Things with Words	Oxford:Clarendon Press	NA	NA	NA	NA	1
184	Ayres,I	Determinants of Cites to Articles in Elite Law Reviews	Journal of Legal Studies	2000	29	NA	NA	1
185	Azevedo,R	Does training on self-regulated learning facilitate students′ learning with hypermedia?	Journal of Educational Psychology	2004	96	3	NA	1
186	Azoulay, P_	Publication Harvester: an open-source software tool for science policy research	Research Policy	2006	35	7	NA	1
187	Baayen,R_	Analyzing Linguistic Data: A Practical Introduction to Statistics Using R	Cambrige:Cambridge University Press	NA	NA	NA	NA	1
188	Bacca,J_	Augmented reality trends in education: A systematic review of research and applications	Educational Technology & Society	2014	17	4	NA	1
189	BADKE,WILLIAM_Foundations Of Information Literacy: Learning From Paul Zurkowski_	2010	34(1)	NA	NA	NA	NA	1
190	Baggaley,J_	MOOC rampant	Distance Education	2013	34	3	NA	1
191	Baird,L_M_	Do Citations Mattet?	JASIS	1994	20	1	2-15	1
192	Baker,M	Translation and Conflict: A Narrative Account	London:Routledge	NA	NA	NA	NA	1
193	Balakrishnan,R_	Cost structure and sticky costs	Journal of Management Accounting Research	2014	26	2	NA	1
194	Ball,P_	Index Aims for Fair Ranking of Scientists	Nature	2005	436	7053	900	1
195	Ball,R_	An Empirical Evaluation of Accounting Income Numbers	Journal of Accounting Research	1968		6	NA	1
196	Bardovi-Harlig,K_	Do language learners recognize pragmatic violations? Pragmatic versus grammatical awareness in instructed L2 learning	TESOL Quarterly	1998	32	NA	NA	1
197	Barooash,P_K_	Bibliometric Study of Doctoral Dissertations in Organic Chemistry Submitted by S&T Workers of RRL,Jorhat to Evaluate the Utility Factor of the Lirary	Annals of Library Science and Documentation	1999	46	1	NA	1
198	Barsalou,L	 W	Perceptions of perceptual symbols	Behavioral and Brain Sciences	1999	NA	NA	1
199	Baverstock,A	Why self-publishing needs to be taken seriously	Logos	2012		4	NA	1
200	Bederson,Benjamin B_	Craft of Information Visualization: Readings and Reflections	San Francisco:Morgan Kaufmann	NA	NA	NA	NA	1
201	BERGSTROM,C T	Eigenfactor metrics	Journal of Neuroscience	2008	28	45	NA	1
202	BERLE,A_A_	Corporate powers as powers in trust	Harvard Law Review	1931		44	NA	1
203	Bernal,J_D_	Social Function of Science	London:George Routledge & Sons		NA	NA	NA	1
204	Bernal,J_D_	Transmission of Scientific Information: A	 User's Analysis,1960:77-95	NA	NA	NA	NA	1
205	Berners-Lee,T_	Semantic Web	Scientific American	2001	284	5	NA	1
206	Berners-Lee,T	Design Issues: Linked Data	2017	NA	NA	NA	NA	1
207	Biggs,J_ B_	Teaching for quality learning at university: What the student does	New York:McGraw-Hill Education	NA	NA	NA	NA	1
208	Bitcoin,Nakamotos	A peer-to-peer electronic cash system	NA	NA	NA	NA	NA	1
209	Bizer,C	Linked Data——The Story So Far	International Journal on Semantic Web & Information Systems	2009	5	3	NA	1
210	Bjorneborn,Lennart	Perspective of webometrics	Scientometrics	2001	2001	1	65-81	1
211	Blaut,J M	Diffusionism: A Uniformitarian Critique	Annals of the Association of American Geographers	1987	77	1	NA	1
212	Blixrud,J_C_	Association of Research Libraries Statistics and Measurement Program: From Descriptive Data to Performance Measures	2013	NA	NA	NA	NA	1
213	Blumenfeld,P	Motivating project-based learning: Sustaining the doing, supporting the learning	Educational Psychologist	1991		26	NA	1
214	BOAI	Open Access as a means to promote academic publishing	2011	NA	NA	NA	NA	1
215	Borgatti,S_P_	Ucient for Windows: Software for Social Network Analysis	Harvard, MA:Analytic Technologies	NA	NA	NA	NA	1
216	Borgatti,S_P_	Ucinet for Windows: Software for social network analysis	Harvard, MA:Analytic Technologies	NA	NA	NA	NA	1
217	Borgatti,S_P_	Ucinet for Windows: Software for Social Network Analysis	Harvard, MA:Analytic Technologies	NA	NA	NA	NA	1
218	Borner,K_	Visualizing knowledge domains	Annual Review of Information Science and Technology	2003	37	NA	NA	1
219	Borner,K_	Visualizing knowledge domains	Annual Review of Information Science and Technology	2003	37	1	NA	1
220	Borner,K	Visualizing knowledge domains	Annual Review of Information Science and Technology	2003		37	NA	1
221	Bottle,R_I_	A Biblometric Study on the Ageing and Content Typology Relationship of the Biochemical Literature	Journal of Information Science	1987	13	1	NA	1
222	Boulton,A_	Testing the limits of data-driven learning: Language proficiency and training	ReCALL	2009	21	1	NA	1
223	Bounegru,L_	Data Journalism Handbook	2012	NA	NA	NA	NA	1
224	Bradford,S_C_	Sources of information on special subject	Engineering	1934	137	3550	NA	1
225	Bradford,S_C_	Sources of information on specific subject	Engineering	1934	137	3550	NA	1
226	Bradford,S_C_	Sources of Information on Specific Subject	Engineering	1934	137	3550	NA	1
227	Bradford,S_C_	Sources of Information on Specific Subjects	Engineering	1934	137	3550	NA	1
228	Bradford,S_C_	Sources of Information On Specific	Subjects Engineering	1934	1934	NA	NA	1
229	Brinton,L	 J	Lexicalization and Language Change	Cambridge:Cambridge University Press	NA	NA	NA	1
230	Brookers,B_C_	growth,utility,and obsolescence of scientific periodical literature	J	Documentation	1970	NA	NA	1
231	Brookes,B_C_	Foundation of Information Science,part III,Quantitative Aspects:Objective Maps and Subjective Landscapes	J	Information Science	1980	NA	NA	1
232	Brookes,B_C_	Growth,Utility,and Obsolescence of Scientific Periodical Literature	Journal of Documentation	1970	1970	4	NA	1
233	Brookes,B_C_	The Growth,Utility,and Obsolescence of Scientific Preiodical Literature	Journal of Docunemtation	1970	26	4	283-294	1
234	Brookes,B_C_	科学交流与情报学	Nature	1969		NA	224	1
235	BRUNEEL,J_	Evolution of business incubators: comparing demand and supply of business incubation services across different incubator generations	Technovation	2012	32	2	NA	1
236	Buckland,M	What kind of science can information science be?	Journal of the American Society for Information Science and Technology	2012	63	1	NA	1
237	Burton,R_E_	“Half-life”of some scientific technical literature	American Document	1960		11	NA	1
238	Busenitz,L_W_	Entrepreneurship Research in Emergence: Past Trends and Future Directions	Journal of Management	2003	29	3	NA	1
239	C&E N	Hardly a year for the recorded books	Chemical and Engineering News	2001		58	NA	1
240	Callon,M_	Co-word analysis as a tool for describing the network of interactions between basic and technological research: The case of polymer chemsitry	Scientometrics	1991	22	1	NA	1
241	Campbell,Philip	《Nature》杂志与中国科学家	中国科学基金	1998		3	NA	1
242	Cao,L	Data Science and Analytics: a New Era	International Journal of Data Science and Analytics	2016		1	NA	1
243	Carroll,A_B_	Social issues in manangement research	Business and Society	1994	33	1	NA	1
244	Carter,R_	Language, Literature and the Learner	London:Addison Wesley Longman	NA	NA	NA	NA	1
245	Carter,Simon	Microblog Language Identification: Overcoming the Limitations of Short, Unedited and Idiomatic Text	Language Resources and Evaluation	2013	47	1	NA	1
246	Chandler,P_	Split-attention effect as a factor in the design of instruction	British Journal of Educational Psychology	1992	62	NA	NA	1
247	Chang,F	Research and expectation on wearable health monitoring system	Chinese journal of medical instrumentation	2015	39	1	NA	1
248	Chaomei,Chen	Searching for intellectual turning Point: Progressive knowledge Domain Visualization	Proceedings of the National Academy of Sciences of the United States of America	2004	101	Supp1	NA	1
249	Chemistry Citation Index（CD—ROM）	NA	NA	NA	NA	NA	NA	1
250	CHEN, CHAOMEI	Mapping Scientometrics	2002	NA	NA	NA	NA	1
251	Chen,C M	CiteSpace II: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the Association for Information Science & Technology	2006		3	NA	1
252	CHEN,C M	CiteSpaceII: Detecting and visualizing emerging trends and transient patterns in scientific literature	J Am Inf Sci Technol	2006	57	3	NA	1
253	Chen,C M	Hindsight, insight, and foresight: a multi-level structural variation approach to the study of a scientific field	Technology Analysis & Strategic Management	2013	25	6	NA	1
254	Chen,C_	Centrality of Pivotal Points in the Evolution of the Scientific Networks	San Diego, CA,2005:37-43	NA	NA	NA	NA	1
255	Chen,C_	Cite Space Ⅱ: Detecting and Visualizing Emerging Trends and Transient Patterns in Scientific Literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
256	Chen,C_	CiteSpace Ⅱ: Detecting and Visualizing Emerging Trends and Transient Patterns in Scientific Literature	J Am Soc Inform Sci	2006		3	NA	1
257	Chen,C_	CiteSpace Ⅱ: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Sc	2006	57	3	NA	1
258	Chen,C_	CiteSpace Ⅱ: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006		57	NA	1
259	Chen,C_	CiteSpace Ⅱ: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for information Science and Technology	2006	57	3	NA	1
260	Chen,C_	CiteSpace Ⅱ: Detecting and Visualizing Emerging Trends and Transient Patterns in Scientific Literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
261	Chen,C_	Citespace Ⅱ: Detecting and visualizing emerging trendsand transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
262	Chen,C_	CiteSpace II: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
263	Chen,C_	CiteSpace II: Detecting and Visualizing Emerging Trends and Transient Patterns in Scientific Literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
264	CHEN,C_	CiteSpace II: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
265	CHEN,C_	CITESPACE II: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
266	Chen,C_	Citespace II: Detecting and visualizing emerging trendsand transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
267	Chen,C_	CiteSpace II:Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
268	Chen,C_	CiteSpaceⅡ: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
269	Chen,C_	Searching for intellectual turning points: Progressive knowledge domain visualization	Proc	 Nat	 Acad	NA	NA	1
270	Chen,C_	Searching For Intellectual Turning Points: Progressive Knowledge Domain Visualization	Proceedings of the National Academy of Sciences of the United States of America	2004	101	NA	NA	1
271	Chen,C	Cite Space II: Detecting and Visualizing Emerging Trends and Transient Patterns in Scientific Literature	Journal of the American Society for Information Science and Technology	2006		51	NA	1
272	Chen,C	Cite Space II: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Scienceand Technology	2006	57	3	NA	1
273	Chen,C	CiteSpace II: Detecting and Visualizing Emerging Trends and Transient Patterns in Scientific Literature	Journal of American Society for Information Science and Technology	2006		3	NA	1
274	CHEN,C	CiteSpace II: detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American society for information science and technology	2006	57	3	NA	1
275	CHEN,C	CiteSpace II: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
276	Chen,C	CiteSpace: Detecting and visualizing emerging trends and transient patterns in scientific literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
277	CHEN,C_M_	Cite Space Ⅱ: Detecting and visualizing emerging trends and transient patterns in scientific literature	J AM SOC INF SCI TEC	2006	57	3	NA	1
278	Chen,C_M_	Cite SpaceⅡ: Detecting and Visualizing Emerging Trends and Transient Patterns in Scientific Literature	Journal of the American Society for Information Science and Technology	2006	57	3	NA	1
279	Chen,C_M_	Structure and dynamics of co-citation clusters: a multiple-perspective co-citation analysis	Journal of the American Society for Information Science and Technology	2010	61	7	NA	1
280	CHEN,C_M_	Structure and dynamics of cocitation clusters: a multiple-perspective co-citation analysis	Journal of the American Society for Information Science and Technology	2010	61	7	NA	1
281	CHEN,C_M_	Thematic and Citation Landscape of Data and Knowledge Engineering (1985—2007)	2010	NA	NA	NA	NA	1
